,PassengerId,Survived,Pclass,SibSp,Parch,Fare,Gender,AgeFill,AgeIsNull,FamilySize,Age*Class
457,458,1,1,1,0,51.8625,0,35.0,1,1,35.0
458,459,1,2,0,0,10.5,0,50.0,0,0,100.0
459,460,0,3,0,0,7.75,1,25.0,1,0,75.0
460,461,1,1,0,0,26.55,1,48.0,0,0,48.0
461,462,0,3,0,0,8.05,1,34.0,0,0,102.0
462,463,0,1,0,0,38.5,1,47.0,0,0,47.0
463,464,0,2,0,0,13.0,1,48.0,0,0,96.0
464,465,0,3,0,0,8.05,1,25.0,1,0,75.0
465,466,0,3,0,0,7.05,1,38.0,0,0,114.0
466,467,0,2,0,0,0.0,1,30.0,1,0,60.0
467,468,0,1,0,0,26.55,1,56.0,0,0,56.0
468,469,0,3,0,0,7.725,1,25.0,1,0,75.0
469,470,1,3,2,1,19.2583,0,0.75,0,3,2.25
470,471,0,3,0,0,7.25,1,25.0,1,0,75.0
471,472,0,3,0,0,8.6625,1,38.0,0,0,114.0
472,473,1,2,1,2,27.75,0,33.0,0,3,66.0
473,474,1,2,0,0,13.7917,0,23.0,0,0,46.0
474,475,0,3,0,0,9.8375,0,22.0,0,0,66.0
475,476,0,1,0,0,52.0,1,40.0,1,0,40.0
476,477,0,2,1,0,21.0,1,34.0,0,1,68.0
477,478,0,3,1,0,7.0458,1,29.0,0,1,87.0
478,479,0,3,0,0,7.5208,1,22.0,0,0,66.0
479,480,1,3,0,1,12.2875,0,2.0,0,1,6.0
480,481,0,3,5,2,46.9,1,9.0,0,7,27.0
481,482,0,2,0,0,0.0,1,30.0,1,0,60.0
482,483,0,3,0,0,8.05,1,50.0,0,0,150.0
483,484,1,3,0,0,9.5875,0,63.0,0,0,189.0
484,485,1,1,1,0,91.0792,1,25.0,0,1,25.0
485,486,0,3,3,1,25.4667,0,21.5,1,4,64.5
486,487,1,1,1,0,90.0,0,35.0,0,1,35.0
487,488,0,1,0,0,29.7,1,58.0,0,0,58.0
488,489,0,3,0,0,8.05,1,30.0,0,0,90.0
489,490,1,3,1,1,15.9,1,9.0,0,2,27.0
490,491,0,3,1,0,19.9667,1,25.0,1,1,75.0
491,492,0,3,0,0,7.25,1,21.0,0,0,63.0
492,493,0,1,0,0,30.5,1,55.0,0,0,55.0
493,494,0,1,0,0,49.5042,1,71.0,0,0,71.0
494,495,0,3,0,0,8.05,1,21.0,0,0,63.0
495,496,0,3,0,0,14.4583,1,25.0,1,0,75.0
496,497,1,1,1,0,78.2667,0,54.0,0,1,54.0
497,498,0,3,0,0,15.1,1,25.0,1,0,75.0
498,499,0,1,1,2,151.55,0,25.0,0,3,25.0
499,500,0,3,0,0,7.7958,1,24.0,0,0,72.0
500,501,0,3,0,0,8.6625,1,17.0,0,0,51.0
501,502,0,3,0,0,7.75,0,21.0,0,0,63.0
502,503,0,3,0,0,7.6292,0,21.5,1,0,64.5
503,504,0,3,0,0,9.5875,0,37.0,0,0,111.0
504,505,1,1,0,0,86.5,0,16.0,0,0,16.0
505,506,0,1,1,0,108.9,1,18.0,0,1,18.0
506,507,1,2,0,2,26.0,0,33.0,0,2,66.0
507,508,1,1,0,0,26.55,1,40.0,1,0,40.0
508,509,0,3,0,0,22.525,1,28.0,0,0,84.0
509,510,1,3,0,0,56.4958,1,26.0,0,0,78.0
510,511,1,3,0,0,7.75,1,29.0,0,0,87.0
511,512,0,3,0,0,8.05,1,25.0,1,0,75.0
512,513,1,1,0,0,26.2875,1,36.0,0,0,36.0
513,514,1,1,1,0,59.4,0,54.0,0,1,54.0
514,515,0,3,0,0,7.4958,1,24.0,0,0,72.0
515,516,0,1,0,0,34.0208,1,47.0,0,0,47.0
516,517,1,2,0,0,10.5,0,34.0,0,0,68.0
517,518,0,3,0,0,24.15,1,25.0,1,0,75.0
518,519,1,2,1,0,26.0,0,36.0,0,1,72.0
519,520,0,3,0,0,7.8958,1,32.0,0,0,96.0
520,521,1,1,0,0,93.5,0,30.0,0,0,30.0
521,522,0,3,0,0,7.8958,1,22.0,0,0,66.0
522,523,0,3,0,0,7.225,1,25.0,1,0,75.0
523,524,1,1,0,1,57.9792,0,44.0,0,1,44.0
524,525,0,3,0,0,7.2292,1,25.0,1,0,75.0
525,526,0,3,0,0,7.75,1,40.5,0,0,121.5
526,527,1,2,0,0,10.5,0,50.0,0,0,100.0
527,528,0,1,0,0,221.7792,1,40.0,1,0,40.0
528,529,0,3,0,0,7.925,1,39.0,0,0,117.0
529,530,0,2,2,1,11.5,1,23.0,0,3,46.0
530,531,1,2,1,1,26.0,0,2.0,0,2,4.0
531,532,0,3,0,0,7.2292,1,25.0,1,0,75.0
532,533,0,3,1,1,7.2292,1,17.0,0,2,51.0
533,534,1,3,0,2,22.3583,0,21.5,1,2,64.5
534,535,0,3,0,0,8.6625,0,30.0,0,0,90.0
535,536,1,2,0,2,26.25,0,7.0,0,2,14.0
536,537,0,1,0,0,26.55,1,45.0,0,0,45.0
537,538,1,1,0,0,106.425,0,30.0,0,0,30.0
538,539,0,3,0,0,14.5,1,25.0,1,0,75.0
539,540,1,1,0,2,49.5,0,22.0,0,2,22.0
540,541,1,1,0,2,71.0,0,36.0,0,2,36.0
541,542,0,3,4,2,31.275,0,9.0,0,6,27.0
542,543,0,3,4,2,31.275,0,11.0,0,6,33.0
543,544,1,2,1,0,26.0,1,32.0,0,1,64.0
544,545,0,1,1,0,106.425,1,50.0,0,1,50.0
545,546,0,1,0,0,26.0,1,64.0,0,0,64.0
546,547,1,2,1,0,26.0,0,19.0,0,1,38.0
547,548,1,2,0,0,13.8625,1,30.0,1,0,60.0
548,549,0,3,1,1,20.525,1,33.0,0,2,99.0
549,550,1,2,1,1,36.75,1,8.0,0,2,16.0
550,551,1,1,0,2,110.8833,1,17.0,0,2,17.0
551,552,0,2,0,0,26.0,1,27.0,0,0,54.0
552,553,0,3,0,0,7.8292,1,25.0,1,0,75.0
553,554,1,3,0,0,7.225,1,22.0,0,0,66.0
554,555,1,3,0,0,7.775,0,22.0,0,0,66.0
555,556,0,1,0,0,26.55,1,62.0,0,0,62.0
556,557,1,1,1,0,39.6,0,48.0,0,1,48.0
557,558,0,1,0,0,227.525,1,40.0,1,0,40.0
558,559,1,1,1,1,79.65,0,39.0,0,2,39.0
559,560,1,3,1,0,17.4,0,36.0,0,1,108.0
560,561,0,3,0,0,7.75,1,25.0,1,0,75.0
561,562,0,3,0,0,7.8958,1,40.0,0,0,120.0
562,563,0,2,0,0,13.5,1,28.0,0,0,56.0
563,564,0,3,0,0,8.05,1,25.0,1,0,75.0
564,565,0,3,0,0,8.05,0,21.5,1,0,64.5
565,566,0,3,2,0,24.15,1,24.0,0,2,72.0
566,567,0,3,0,0,7.8958,1,19.0,0,0,57.0
567,568,0,3,0,4,21.075,0,29.0,0,4,87.0
568,569,0,3,0,0,7.2292,1,25.0,1,0,75.0
569,570,1,3,0,0,7.8542,1,32.0,0,0,96.0
570,571,1,2,0,0,10.5,1,62.0,0,0,124.0
571,572,1,1,2,0,51.4792,0,53.0,0,2,53.0
572,573,1,1,0,0,26.3875,1,36.0,0,0,36.0
573,574,1,3,0,0,7.75,0,21.5,1,0,64.5
574,575,0,3,0,0,8.05,1,16.0,0,0,48.0
575,576,0,3,0,0,14.5,1,19.0,0,0,57.0
576,577,1,2,0,0,13.0,0,34.0,0,0,68.0
577,578,1,1,1,0,55.9,0,39.0,0,1,39.0
578,579,0,3,1,0,14.4583,0,21.5,1,1,64.5
579,580,1,3,0,0,7.925,1,32.0,0,0,96.0
580,581,1,2,1,1,30.0,0,25.0,0,2,50.0
581,582,1,1,1,1,110.8833,0,39.0,0,2,39.0
582,583,0,2,0,0,26.0,1,54.0,0,0,108.0
583,584,0,1,0,0,40.125,1,36.0,0,0,36.0
584,585,0,3,0,0,8.7125,1,25.0,1,0,75.0
585,586,1,1,0,2,79.65,0,18.0,0,2,18.0
586,587,0,2,0,0,15.0,1,47.0,0,0,94.0
587,588,1,1,1,1,79.2,1,60.0,0,2,60.0
588,589,0,3,0,0,8.05,1,22.0,0,0,66.0
589,590,0,3,0,0,8.05,1,25.0,1,0,75.0
590,591,0,3,0,0,7.125,1,35.0,0,0,105.0
591,592,1,1,1,0,78.2667,0,52.0,0,1,52.0
592,593,0,3,0,0,7.25,1,47.0,0,0,141.0
593,594,0,3,0,2,7.75,0,21.5,1,2,64.5
594,595,0,2,1,0,26.0,1,37.0,0,1,74.0
595,596,0,3,1,1,24.15,1,36.0,0,2,108.0
596,597,1,2,0,0,33.0,0,28.0,1,0,56.0
597,598,0,3,0,0,0.0,1,49.0,0,0,147.0
598,599,0,3,0,0,7.225,1,25.0,1,0,75.0
599,600,1,1,1,0,56.9292,1,49.0,0,1,49.0
600,601,1,2,2,1,27.0,0,24.0,0,3,48.0
601,602,0,3,0,0,7.8958,1,25.0,1,0,75.0
602,603,0,1,0,0,42.4,1,40.0,1,0,40.0
603,604,0,3,0,0,8.05,1,44.0,0,0,132.0
604,605,1,1,0,0,26.55,1,35.0,0,0,35.0
605,606,0,3,1,0,15.55,1,36.0,0,1,108.0
606,607,0,3,0,0,7.8958,1,30.0,0,0,90.0
607,608,1,1,0,0,30.5,1,27.0,0,0,27.0
608,609,1,2,1,2,41.5792,0,22.0,0,3,44.0
609,610,1,1,0,0,153.4625,0,40.0,0,0,40.0
610,611,0,3,1,5,31.275,0,39.0,0,6,117.0
611,612,0,3,0,0,7.05,1,25.0,1,0,75.0
612,613,1,3,1,0,15.5,0,21.5,1,1,64.5
613,614,0,3,0,0,7.75,1,25.0,1,0,75.0
614,615,0,3,0,0,8.05,1,35.0,0,0,105.0
615,616,1,2,1,2,65.0,0,24.0,0,3,48.0
616,617,0,3,1,1,14.4,1,34.0,0,2,102.0
617,618,0,3,1,0,16.1,0,26.0,0,1,78.0
618,619,1,2,2,1,39.0,0,4.0,0,3,8.0
619,620,0,2,0,0,10.5,1,26.0,0,0,52.0
620,621,0,3,1,0,14.4542,1,27.0,0,1,81.0
621,622,1,1,1,0,52.5542,1,42.0,0,1,42.0
622,623,1,3,1,1,15.7417,1,20.0,0,2,60.0
623,624,0,3,0,0,7.8542,1,21.0,0,0,63.0
624,625,0,3,0,0,16.1,1,21.0,0,0,63.0
625,626,0,1,0,0,32.3208,1,61.0,0,0,61.0
626,627,0,2,0,0,12.35,1,57.0,0,0,114.0
627,628,1,1,0,0,77.9583,0,21.0,0,0,21.0
628,629,0,3,0,0,7.8958,1,26.0,0,0,78.0
629,630,0,3,0,0,7.7333,1,25.0,1,0,75.0
630,631,1,1,0,0,30.0,1,80.0,0,0,80.0
631,632,0,3,0,0,7.0542,1,51.0,0,0,153.0
632,633,1,1,0,0,30.5,1,32.0,0,0,32.0
633,634,0,1,0,0,0.0,1,40.0,1,0,40.0
634,635,0,3,3,2,27.9,0,9.0,0,5,27.0
635,636,1,2,0,0,13.0,0,28.0,0,0,56.0
636,637,0,3,0,0,7.925,1,32.0,0,0,96.0
637,638,0,2,1,1,26.25,1,31.0,0,2,62.0
638,639,0,3,0,5,39.6875,0,41.0,0,5,123.0
639,640,0,3,1,0,16.1,1,25.0,1,1,75.0
640,641,0,3,0,0,7.8542,1,20.0,0,0,60.0
641,642,1,1,0,0,69.3,0,24.0,0,0,24.0
642,643,0,3,3,2,27.9,0,2.0,0,5,6.0
643,644,1,3,0,0,56.4958,1,25.0,1,0,75.0
644,645,1,3,2,1,19.2583,0,0.75,0,3,2.25
645,646,1,1,1,0,76.7292,1,48.0,0,1,48.0
646,647,0,3,0,0,7.8958,1,19.0,0,0,57.0
647,648,1,1,0,0,35.5,1,56.0,0,0,56.0
648,649,0,3,0,0,7.55,1,25.0,1,0,75.0
649,650,1,3,0,0,7.55,0,23.0,0,0,69.0
650,651,0,3,0,0,7.8958,1,25.0,1,0,75.0
651,652,1,2,0,1,23.0,0,18.0,0,1,36.0
652,653,0,3,0,0,8.4333,1,21.0,0,0,63.0
653,654,1,3,0,0,7.8292,0,21.5,1,0,64.5
654,655,0,3,0,0,6.75,0,18.0,0,0,54.0
655,656,0,2,2,0,73.5,1,24.0,0,2,48.0
656,657,0,3,0,0,7.8958,1,25.0,1,0,75.0
657,658,0,3,1,1,15.5,0,32.0,0,2,96.0
658,659,0,2,0,0,13.0,1,23.0,0,0,46.0
659,660,0,1,0,2,113.275,1,58.0,0,2,58.0
660,661,1,1,2,0,133.65,1,50.0,0,2,50.0
661,662,0,3,0,0,7.225,1,40.0,0,0,120.0
662,663,0,1,0,0,25.5875,1,47.0,0,0,47.0
663,664,0,3,0,0,7.4958,1,36.0,0,0,108.0
664,665,1,3,1,0,7.925,1,20.0,0,1,60.0
665,666,0,2,2,0,73.5,1,32.0,0,2,64.0
666,667,0,2,0,0,13.0,1,25.0,0,0,50.0
667,668,0,3,0,0,7.775,1,25.0,1,0,75.0
668,669,0,3,0,0,8.05,1,43.0,0,0,129.0
669,670,1,1,1,0,52.0,0,35.0,1,1,35.0
670,671,1,2,1,1,39.0,0,40.0,0,2,80.0
671,672,0,1,1,0,52.0,1,31.0,0,1,31.0
672,673,0,2,0,0,10.5,1,70.0,0,0,140.0
673,674,1,2,0,0,13.0,1,31.0,0,0,62.0
674,675,0,2,0,0,0.0,1,30.0,1,0,60.0
675,676,0,3,0,0,7.775,1,18.0,0,0,54.0
676,677,0,3,0,0,8.05,1,24.5,0,0,73.5
677,678,1,3,0,0,9.8417,0,18.0,0,0,54.0
678,679,0,3,1,6,46.9,0,43.0,0,7,129.0
679,680,1,1,0,1,512.3292,1,36.0,0,1,36.0
680,681,0,3,0,0,8.1375,0,21.5,1,0,64.5
681,682,1,1,0,0,76.7292,1,27.0,0,0,27.0
682,683,0,3,0,0,9.225,1,20.0,0,0,60.0
683,684,0,3,5,2,46.9,1,14.0,0,7,42.0
684,685,0,2,1,1,39.0,1,60.0,0,2,120.0
685,686,0,2,1,2,41.5792,1,25.0,0,3,50.0
686,687,0,3,4,1,39.6875,1,14.0,0,5,42.0
687,688,0,3,0,0,10.1708,1,19.0,0,0,57.0
688,689,0,3,0,0,7.7958,1,18.0,0,0,54.0
689,690,1,1,0,1,211.3375,0,15.0,0,1,15.0
690,691,1,1,1,0,57.0,1,31.0,0,1,31.0
691,692,1,3,0,1,13.4167,0,4.0,0,1,12.0
692,693,1,3,0,0,56.4958,1,25.0,1,0,75.0
693,694,0,3,0,0,7.225,1,25.0,0,0,75.0
694,695,0,1,0,0,26.55,1,60.0,0,0,60.0
695,696,0,2,0,0,13.5,1,52.0,0,0,104.0
696,697,0,3,0,0,8.05,1,44.0,0,0,132.0
697,698,1,3,0,0,7.7333,0,21.5,1,0,64.5
698,699,0,1,1,1,110.8833,1,49.0,0,2,49.0
699,700,0,3,0,0,7.65,1,42.0,0,0,126.0
700,701,1,1,1,0,227.525,0,18.0,0,1,18.0
701,702,1,1,0,0,26.2875,1,35.0,0,0,35.0
702,703,0,3,0,1,14.4542,0,18.0,0,1,54.0
703,704,0,3,0,0,7.7417,1,25.0,0,0,75.0
704,705,0,3,1,0,7.8542,1,26.0,0,1,78.0
705,706,0,2,0,0,26.0,1,39.0,0,0,78.0
706,707,1,2,0,0,13.5,0,45.0,0,0,90.0
707,708,1,1,0,0,26.2875,1,42.0,0,0,42.0
708,709,1,1,0,0,151.55,0,22.0,0,0,22.0
709,710,1,3,1,1,15.2458,1,25.0,1,2,75.0
710,711,1,1,0,0,49.5042,0,24.0,0,0,24.0
711,712,0,1,0,0,26.55,1,40.0,1,0,40.0
712,713,1,1,1,0,52.0,1,48.0,0,1,48.0
713,714,0,3,0,0,9.4833,1,29.0,0,0,87.0
714,715,0,2,0,0,13.0,1,52.0,0,0,104.0
715,716,0,3,0,0,7.65,1,19.0,0,0,57.0
716,717,1,1,0,0,227.525,0,38.0,0,0,38.0
717,718,1,2,0,0,10.5,0,27.0,0,0,54.0
718,719,0,3,0,0,15.5,1,25.0,1,0,75.0
719,720,0,3,0,0,7.775,1,33.0,0,0,99.0
720,721,1,2,0,1,33.0,0,6.0,0,1,12.0
721,722,0,3,1,0,7.0542,1,17.0,0,1,51.0
722,723,0,2,0,0,13.0,1,34.0,0,0,68.0
723,724,0,2,0,0,13.0,1,50.0,0,0,100.0
724,725,1,1,1,0,53.1,1,27.0,0,1,27.0
725,726,0,3,0,0,8.6625,1,20.0,0,0,60.0
726,727,1,2,3,0,21.0,0,30.0,0,3,60.0
727,728,1,3,0,0,7.7375,0,21.5,1,0,64.5
728,729,0,2,1,0,26.0,1,25.0,0,1,50.0
729,730,0,3,1,0,7.925,0,25.0,0,1,75.0
730,731,1,1,0,0,211.3375,0,29.0,0,0,29.0
731,732,0,3,0,0,18.7875,1,11.0,0,0,33.0
732,733,0,2,0,0,0.0,1,30.0,1,0,60.0
733,734,0,2,0,0,13.0,1,23.0,0,0,46.0
734,735,0,2,0,0,13.0,1,23.0,0,0,46.0
735,736,0,3,0,0,16.1,1,28.5,0,0,85.5
736,737,0,3,1,3,34.375,0,48.0,0,4,144.0
737,738,1,1,0,0,512.3292,1,35.0,0,0,35.0
738,739,0,3,0,0,7.8958,1,25.0,1,0,75.0
739,740,0,3,0,0,7.8958,1,25.0,1,0,75.0
740,741,1,1,0,0,30.0,1,40.0,1,0,40.0
741,742,0,1,1,0,78.85,1,36.0,0,1,36.0
742,743,1,1,2,2,262.375,0,21.0,0,4,21.0
743,744,0,3,1,0,16.1,1,24.0,0,1,72.0
744,745,1,3,0,0,7.925,1,31.0,0,0,93.0
745,746,0,1,1,1,71.0,1,70.0,0,2,70.0
746,747,0,3,1,1,20.25,1,16.0,0,2,48.0
747,748,1,2,0,0,13.0,0,30.0,0,0,60.0
748,749,0,1,1,0,53.1,1,19.0,0,1,19.0
749,750,0,3,0,0,7.75,1,31.0,0,0,93.0
750,751,1,2,1,1,23.0,0,4.0,0,2,8.0
751,752,1,3,0,1,12.475,1,6.0,0,1,18.0
752,753,0,3,0,0,9.5,1,33.0,0,0,99.0
753,754,0,3,0,0,7.8958,1,23.0,0,0,69.0
754,755,1,2,1,2,65.0,0,48.0,0,3,96.0
755,756,1,2,1,1,14.5,1,0.67,0,2,1.34
756,757,0,3,0,0,7.7958,1,28.0,0,0,84.0
757,758,0,2,0,0,11.5,1,18.0,0,0,36.0
758,759,0,3,0,0,8.05,1,34.0,0,0,102.0
759,760,1,1,0,0,86.5,0,33.0,0,0,33.0
760,761,0,3,0,0,14.5,1,25.0,1,0,75.0
761,762,0,3,0,0,7.125,1,41.0,0,0,123.0
762,763,1,3,0,0,7.2292,1,20.0,0,0,60.0
763,764,1,1,1,2,120.0,0,36.0,0,3,36.0
764,765,0,3,0,0,7.775,1,16.0,0,0,48.0
765,766,1,1,1,0,77.9583,0,51.0,0,1,51.0
766,767,0,1,0,0,39.6,1,40.0,1,0,40.0
767,768,0,3,0,0,7.75,0,30.5,0,0,91.5
768,769,0,3,1,0,24.15,1,25.0,1,1,75.0
769,770,0,3,0,0,8.3625,1,32.0,0,0,96.0
770,771,0,3,0,0,9.5,1,24.0,0,0,72.0
771,772,0,3,0,0,7.8542,1,48.0,0,0,144.0
772,773,0,2,0,0,10.5,0,57.0,0,0,114.0
773,774,0,3,0,0,7.225,1,25.0,1,0,75.0
774,775,1,2,1,3,23.0,0,54.0,0,4,108.0
775,776,0,3,0,0,7.75,1,18.0,0,0,54.0
776,777,0,3,0,0,7.75,1,25.0,1,0,75.0
777,778,1,3,0,0,12.475,0,5.0,0,0,15.0
778,779,0,3,0,0,7.7375,1,25.0,1,0,75.0
779,780,1,1,0,1,211.3375,0,43.0,0,1,43.0
780,781,1,3,0,0,7.2292,0,13.0,0,0,39.0
781,782,1,1,1,0,57.0,0,17.0,0,1,17.0
782,783,0,1,0,0,30.0,1,29.0,0,0,29.0
783,784,0,3,1,2,23.45,1,25.0,1,3,75.0
784,785,0,3,0,0,7.05,1,25.0,0,0,75.0
785,786,0,3,0,0,7.25,1,25.0,0,0,75.0
786,787,1,3,0,0,7.4958,0,18.0,0,0,54.0
787,788,0,3,4,1,29.125,1,8.0,0,5,24.0
788,789,1,3,1,2,20.575,1,1.0,0,3,3.0
789,790,0,1,0,0,79.2,1,46.0,0,0,46.0
790,791,0,3,0,0,7.75,1,25.0,1,0,75.0
791,792,0,2,0,0,26.0,1,16.0,0,0,32.0
792,793,0,3,8,2,69.55,0,21.5,1,10,64.5
793,794,0,1,0,0,30.6958,1,40.0,1,0,40.0
794,795,0,3,0,0,7.8958,1,25.0,0,0,75.0
795,796,0,2,0,0,13.0,1,39.0,0,0,78.0
796,797,1,1,0,0,25.9292,0,49.0,0,0,49.0
797,798,1,3,0,0,8.6833,0,31.0,0,0,93.0
798,799,0,3,0,0,7.2292,1,30.0,0,0,90.0
799,800,0,3,1,1,24.15,0,30.0,0,2,90.0
800,801,0,2,0,0,13.0,1,34.0,0,0,68.0
801,802,1,2,1,1,26.25,0,31.0,0,2,62.0
802,803,1,1,1,2,120.0,1,11.0,0,3,11.0
803,804,1,3,0,1,8.5167,1,0.42,0,1,1.26
804,805,1,3,0,0,6.975,1,27.0,0,0,81.0
805,806,0,3,0,0,7.775,1,31.0,0,0,93.0
806,807,0,1,0,0,0.0,1,39.0,0,0,39.0
807,808,0,3,0,0,7.775,0,18.0,0,0,54.0
808,809,0,2,0,0,13.0,1,39.0,0,0,78.0
809,810,1,1,1,0,53.1,0,33.0,0,1,33.0
810,811,0,3,0,0,7.8875,1,26.0,0,0,78.0
811,812,0,3,0,0,24.15,1,39.0,0,0,117.0
812,813,0,2,0,0,10.5,1,35.0,0,0,70.0
813,814,0,3,4,2,31.275,0,6.0,0,6,18.0
814,815,0,3,0,0,8.05,1,30.5,0,0,91.5
815,816,0,1,0,0,0.0,1,40.0,1,0,40.0
816,817,0,3,0,0,7.925,0,23.0,0,0,69.0
817,818,0,2,1,1,37.0042,1,31.0,0,2,62.0
818,819,0,3,0,0,6.45,1,43.0,0,0,129.0
819,820,0,3,3,2,27.9,1,10.0,0,5,30.0
820,821,1,1,1,1,93.5,0,52.0,0,2,52.0
821,822,1,3,0,0,8.6625,1,27.0,0,0,81.0
822,823,0,1,0,0,0.0,1,38.0,0,0,38.0
823,824,1,3,0,1,12.475,0,27.0,0,1,81.0
824,825,0,3,4,1,39.6875,1,2.0,0,5,6.0
825,826,0,3,0,0,6.95,1,25.0,1,0,75.0
826,827,0,3,0,0,56.4958,1,25.0,1,0,75.0
827,828,1,2,0,2,37.0042,1,1.0,0,2,2.0
828,829,1,3,0,0,7.75,1,25.0,1,0,75.0
829,830,1,1,0,0,80.0,0,62.0,0,0,62.0
830,831,1,3,1,0,14.4542,0,15.0,0,1,45.0
831,832,1,2,1,1,18.75,1,0.83,0,2,1.66
832,833,0,3,0,0,7.2292,1,25.0,1,0,75.0
833,834,0,3,0,0,7.8542,1,23.0,0,0,69.0
834,835,0,3,0,0,8.3,1,18.0,0,0,54.0
835,836,1,1,1,1,83.1583,0,39.0,0,2,39.0
836,837,0,3,0,0,8.6625,1,21.0,0,0,63.0
837,838,0,3,0,0,8.05,1,25.0,1,0,75.0
838,839,1,3,0,0,56.4958,1,32.0,0,0,96.0
839,840,1,1,0,0,29.7,1,40.0,1,0,40.0
840,841,0,3,0,0,7.925,1,20.0,0,0,60.0
841,842,0,2,0,0,10.5,1,16.0,0,0,32.0
842,843,1,1,0,0,31.0,0,30.0,0,0,30.0
843,844,0,3,0,0,6.4375,1,34.5,0,0,103.5
844,845,0,3,0,0,8.6625,1,17.0,0,0,51.0
845,846,0,3,0,0,7.55,1,42.0,0,0,126.0
846,847,0,3,8,2,69.55,1,25.0,1,10,75.0
847,848,0,3,0,0,7.8958,1,35.0,0,0,105.0
848,849,0,2,0,1,33.0,1,28.0,0,1,56.0
849,850,1,1,1,0,89.1042,0,35.0,1,1,35.0
850,851,0,3,4,2,31.275,1,4.0,0,6,12.0
851,852,0,3,0,0,7.775,1,74.0,0,0,222.0
852,853,0,3,1,1,15.2458,0,9.0,0,2,27.0
853,854,1,1,0,1,39.4,0,16.0,0,1,16.0
854,855,0,2,1,0,26.0,0,44.0,0,1,88.0
855,856,1,3,0,1,9.35,0,18.0,0,1,54.0
856,857,1,1,1,1,164.8667,0,45.0,0,2,45.0
857,858,1,1,0,0,26.55,1,51.0,0,0,51.0
858,859,1,3,0,3,19.2583,0,24.0,0,3,72.0
859,860,0,3,0,0,7.2292,1,25.0,1,0,75.0
860,861,0,3,2,0,14.1083,1,41.0,0,2,123.0
861,862,0,2,1,0,11.5,1,21.0,0,1,42.0
862,863,1,1,0,0,25.9292,0,48.0,0,0,48.0
863,864,0,3,8,2,69.55,0,21.5,1,10,64.5
864,865,0,2,0,0,13.0,1,24.0,0,0,48.0
865,866,1,2,0,0,13.0,0,42.0,0,0,84.0
866,867,1,2,1,0,13.8583,0,27.0,0,1,54.0
867,868,0,1,0,0,50.4958,1,31.0,0,0,31.0
868,869,0,3,0,0,9.5,1,25.0,1,0,75.0
869,870,1,3,1,1,11.1333,1,4.0,0,2,12.0
870,871,0,3,0,0,7.8958,1,26.0,0,0,78.0
871,872,1,1,1,1,52.5542,0,47.0,0,2,47.0
872,873,0,1,0,0,5.0,1,33.0,0,0,33.0
873,874,0,3,0,0,9.0,1,47.0,0,0,141.0
874,875,1,2,1,0,24.0,0,28.0,0,1,56.0
875,876,1,3,0,0,7.225,0,15.0,0,0,45.0
876,877,0,3,0,0,9.8458,1,20.0,0,0,60.0
877,878,0,3,0,0,7.8958,1,19.0,0,0,57.0
878,879,0,3,0,0,7.8958,1,25.0,1,0,75.0
879,880,1,1,0,1,83.1583,0,56.0,0,1,56.0
880,881,1,2,0,1,26.0,0,25.0,0,1,50.0
881,882,0,3,0,0,7.8958,1,33.0,0,0,99.0
882,883,0,3,0,0,10.5167,0,22.0,0,0,66.0
883,884,0,2,0,0,10.5,1,28.0,0,0,56.0
884,885,0,3,0,0,7.05,1,25.0,0,0,75.0
885,886,0,3,0,5,29.125,0,39.0,0,5,117.0
886,887,0,2,0,0,13.0,1,27.0,0,0,54.0
887,888,1,1,0,0,30.0,0,19.0,0,0,19.0
888,889,0,3,1,2,23.45,0,21.5,1,3,64.5
889,890,1,1,0,0,30.0,1,26.0,0,0,26.0
890,891,0,3,0,0,7.75,1,32.0,0,0,96.0
